id,disaster_type,year,num_disasters,num_killed,num_injured,num_affected,num_homeless,total_affected,total_damage
1980:0004,Flood,1980,39,10466,27186,45016276,156000,45199462,1145100
1981:0006,Flood,1981,43,5283,33612,20514750,213185,20761547,2822915
1982:0003,Flood,1982,48,4648,25292,36917037,372410,37314739,3941660
1983:0001,Flood,1983,49,2082,442,20311591,644600,20956633,7433216
1984:0007,Flood,1984,47,2930,233,51127829,450570,51578632,2749500
1985:0002,Flood,1985,58,4376,87,17013965,684447,17698499,3756728
1986:0002,Flood,1986,50,1782,694,11131525,1443200,12575419,3801950
1987:0023,Flood,1987,68,6766,1488,49771500,282500,50055488,6066705
1988:0001,Flood,1988,76,8504,5235,105424711,2505125,107935071,7753849
1989:0006,Flood,1989,46,4716,11312,103446717,867158,104325187,3896100
1990:0001,Flood,1990,60,2251,8313,46296043,349875,46654231,4440448
1991:0030,Flood,1991,77,5852,32427,222233148,5533814,227799389,12517638
1992:0006,Flood,1992,59,5315,252120,15350164,3995510,19597794,7862663
1993:0003,Flood,1993,84,6150,1570,148875018,374335,149250923,32867943
1994:0005,Flood,1994,88,6771,22785,122546263,7214123,129783171,20502806
1995:0005,Flood,1995,94,7956,71074,190647666,2722507,193441247,27555794
1996:0003,Flood,1996,92,8047,252827,177417900,5006286,182677013,28497000
1997:0002,Flood,1997,95,7685,29090,43543761,1079851,44652702,17883933
1998:0008,Flood,1998,94,10653,123961,275535620,18003104,293662685,43929151
1999:0002,Flood,1999,122,34807,29767,145207074,3849227,149086068,15612227
2000:0002,Flood,2000,158,6025,1509,73110359,793068,73904936,25803502
2001:0016,Flood,2001,157,5014,4768,34219047,327831,34551646,4752612
2002:0005,Flood,2002,172,4236,38895,167634876,96952,167770723,26825511
2003:0001,Flood,2003,159,3886,153152,167547976,1760451,169461579,20865648
2004:0012,Flood,2004,129,6984,15877,116518021,457117,116991015,10383038
2005:0015,Flood,2005,193,5754,1921,74324539,700349,75026809,17939670
2006:0015,Flood,2006,226,5843,2199,25668207,4638942,30309348,7805942
2007:0003,Flood,2007,218,8607,6650,176859051,970247,177835948,24586067
2008:0010,Flood,2008,166,4009,973,42450074,2547797,44998844,19475144
2009:0013,Flood,2009,151,3654,2003,57544310,112670,57658983,8148878
2010:0009,Flood,2010,183,8446,10383,187802803,670720,188483906,48026147
2011:0003,Flood,2011,155,6154,2024,135234092,1209286,136445402,70757047
2012:0009,Flood,2012,137,3541,8918,63957227,214038,64180183,25609173
2013:0003,Flood,2013,43,1006,217,3691202,57035,3748454,10067900
1913:0002,Insect infestation,1913,1,1,1,1,1,1,1
1930:0002,Insect infestation,1930,1,1,1,1,1,1,1
1944:0027,Insect infestation,1944,1,1,1,1,1,1,1
1974:0032,Insect infestation,1974,1,1,1,1,1,1,1
1975:0081,Insect infestation,1975,1,1,1,1,1,1,925
1978:0148,Insect infestation,1978,2,1,1,1,1,1,1
1979:0246,Insect infestation,1979,1,1,1,1,1,1,1
1985:0008,Insect infestation,1985,2,1,1,1,1,1,1
1986:0007,Insect infestation,1986,13,1,1,1,1,1,1
1987:0004,Insect infestation,1987,15,1,1,1,1,1,1
1988:0015,Insect infestation,1988,17,1,1,1,1,1,1
1989:0005,Insect infestation,1989,1,1,1,1,1,1,1
1991:0389,Insect infestation,1991,1,1,1,2000,1,2000,1
1992:0548,Insect infestation,1992,1,1,1,1,1,1,1
1993:0494,Insect infestation,1993,3,1,1,1,1,1,1
1995:0090,Insect infestation,1995,4,1,1,200,1,200,104000
1997:0202,Insect infestation,1997,1,1,1,1,1,1,3500
1998:0238,Insect infestation,1998,1,1,1,1,1,1,1700
2000:0249,Insect infestation,2000,2,1,1,1,1,1,120000
2001:0352,Insect infestation,2001,2,1,1,1,1,1,1
2004:0392,Insect infestation,2004,12,1,1,1,1,1,1
2006:0722,Insect Infestation,2006,1,1,1,1,1,1,1
2009:0057,Insect Infestation,2009,1,1,1,500000,1,500000,1
1903:0006,Mass movement dry,1903,1,76,23,1,1,23,1
1905:0005,Mass movement dry,1905,1,18,18,1,1,18,1
1908:0011,Mass movement dry,1908,1,33,1,1,1,1,1
1910:0016,Mass movement dry,1910,1,62,1,1,1,1,1
1915:0010,Mass movement dry,1915,1,56,22,1,1,22,1
1937:0010,Mass movement dry,1937,1,40,1,1,1,1,1
1955:0031,Mass movement dry,1955,1,3,6,1,2000,2006,1
1962:0002,Mass movement dry,1962,1,2000,1,1,1,1,200000
1963:0018,Mass movement dry,1963,1,150,1,1,1,1,1
1965:0088,Mass movement dry,1965,1,26,22,1,1,22,1
1970:0016,Mass movement dry,1970,1,42,37,1,1,37,1
1971:0031,Mass movement dry,1971,1,31,1,1,1500,1500,1
1980:0314,Mass movement dry,1980,1,50,1,1,1,1,1
1982:0136,Mass movement dry,1982,2,59,1,200,1,200,1
1983:0051,Mass movement dry,1983,4,466,15,1,1,15,1
1985:0071,Mass movement dry,1985,2,300,1,1,1,1,1
1987:0074,Mass movement dry,1987,2,183,56,1151,1,1207,1000
1988:0094,Mass movement dry,1988,3,157,1,1000,1,1000,1
1989:0035,Mass movement dry,1989,3,55,1,8000,1,8000,1
1990:0036,Mass movement dry,1990,3,116,115,5000,1,5115,1
1991:0046,Mass movement dry,1991,3,86,1,1,1,1,1
1992:0010,Mass movement dry,1992,5,323,69,2750,400,3219,2600
1993:0227,Mass movement dry,1993,5,341,36,2550,125,2711,1
2000:0763,Mass movement dry,2000,1,11,1,1,1,1,1
2002:0437,Mass movement dry,2002,1,60,1,1,1,1,1
2004:0619,Mass movement dry,2004,1,44,13,1,340,353,1
2006:0304,Mass movement dry,2006,1,11,5,1,1,5,1
2008:0394,Mass Movement Dry,2008,3,120,72,1,625,697,1
2009:0003,Mass Movement Dry,2009,1,36,1,2037,991,3028,1
2012:0049,Mass Movement Dry,2012,1,16,1,1,1,1,1
2013:0018,Mass Movement Dry,2013,1,46,2,1,1,2,48000
1909:0016,Mass movement wet,1909,1,53,1,1,1,1,1
1922:0002,Mass movement wet,1922,1,100,1,1,1,1,1
1923:0007,Mass movement wet,1923,1,200,1,1,1,1,1
1926:0013,Mass movement wet,1926,1,100,1,1,1,1,1
1931:0005,Mass movement wet,1931,1,190,1,1,1,1,1
1934:0005,Mass movement wet,1934,1,500,1,1,1,1,1
1936:0001,Mass movement wet,1936,1,73,1,1,1,1,1
1938:0001,Mass movement wet,1938,1,200,1,1,1,1,1
1941:0004,Mass movement wet,1941,1,5000,1,1,1,1,1
1948:0008,Mass movement wet,1948,2,525,1,1,1,1,1
1949:0001,Mass movement wet,1949,1,12000,1,1,1,1,1
1950:0032,Mass movement wet,1950,1,130,1,1,1,1,1
1951:0029,Mass movement wet,1951,1,92,1,1,1,1,20000
1952:0034,Mass movement wet,1952,1,28,1,1,1,1,1
1954:0003,Mass movement wet,1954,8,1086,1,380,5466,5846,1
1955:0039,Mass movement wet,1955,2,478,1,1,1,1,1
1956:0029,Mass movement wet,1956,5,236,1,1,1,1,1
1958:0033,Mass movement wet,1958,1,52,1,1,1,1,1
1959:0017,Mass movement wet,1959,1,48,1,1,1,1,1
1960:0047,Mass movement wet,1960,2,52,1,1,1,1,1
1961:0002,Mass movement wet,1961,1,145,1,1,1,1,1
1962:0025,Mass movement wet,1962,2,71,1,1,1,1,1
1963:0015,Mass movement wet,1963,2,2033,1,1,1,1,1
1964:0042,Mass movement wet,1964,1,108,1,1,1,1,1
1965:0048,Mass movement wet,1965,5,204,1,1,1,1,1
1966:0010,Mass movement wet,1966,4,604,1,4000000,1,4000000,27
1967:0028,Mass movement wet,1967,2,590,1,500,168,668,1
1968:0027,Mass movement wet,1968,4,1196,7,722,168,897,1
1969:0105,Mass movement wet,1969,1,18,1,1,1,1,1
1970:0014,Mass movement wet,1970,5,186,1,161,1,161,1
1971:0019,Mass movement wet,1971,5,1020,1,6,1,6,1
1972:0011,Mass movement wet,1972,5,755,1,1000,1,1000,1
1973:0025,Mass movement wet,1973,5,3541,1,1,1,1,1
1974:0009,Mass movement wet,1974,10,904,1000,12000,1500,14500,21700
1975:0024,Mass movement wet,1975,5,195,1,75000,1,75000,1
1976:0025,Mass movement wet,1976,6,315,16,1,1,16,100000
1977:0069,Mass movement wet,1977,3,40,50,1,100,150,11000
1978:0130,Mass movement wet,1978,2,86,7,1,1,7,1
1979:0030,Mass movement wet,1979,7,338,18,5900,1,5918,2466
1980:0055,Mass movement wet,1980,3,290,10,1,3000,3010,1
1981:0043,Mass movement wet,1981,8,421,1,24000,1,24000,1
1982:0023,Mass movement wet,1982,11,640,115,47000,5016,52131,700000
1983:0005,Mass movement wet,1983,15,1159,233,725000,1,725233,988800
1984:0006,Mass movement wet,1984,6,228,54,16000,1,16054,43000
1985:0026,Mass movement wet,1985,6,377,26,1,4000,4026,1
1986:0041,Mass movement wet,1986,9,501,28,306,2500366,2500700,1
1987:0050,Mass movement wet,1987,13,1204,3000,31119,2040,36159,625800
1988:0080,Mass movement wet,1988,15,952,1155,58305,5685,65145,1
1989:0026,Mass movement wet,1989,15,445,381,93810,5765,99956,423341
1990:0004,Mass movement wet,1990,4,98,1,1,1,1,1
1991:0010,Mass movement wet,1991,9,728,140,65117,23271,88528,6400
1992:0042,Mass movement wet,1992,7,712,160,37000,38700,75860,429500
1993:0013,Mass movement wet,1993,21,1408,241,93143,62307,155691,968490
1994:0021,Mass movement wet,1994,11,307,66,270987,37996,309049,62300
1995:0006,Mass movement wet,1995,16,1521,422,15578,1118395,1134395,36289
1996:0028,Mass movement wet,1996,24,1155,401,8175,360,8936,20000
1997:0027,Mass movement wet,1997,13,801,80,31527,2344,33951,16300
1998:0001,Mass movement wet,1998,22,1141,281,206693,5839,212813,918700
1999:0007,Mass movement wet,1999,18,445,31,10400,4860,15291,749100
2000:0072,Mass movement wet,2000,28,1012,227,66635,148290,215152,462000
2001:0041,Mass movement wet,2001,24,786,117,34975,35945,71037,70600
2002:0064,Mass movement wet,2002,20,1100,169,267084,37482,304735,192500
2003:0053,Mass movement wet,2003,21,706,448,457687,513,458648,51961
2004:0061,Mass movement wet,2004,15,313,76,12151,150,12377,3500
2005:0025,Mass movement wet,2005,12,646,109,9060,390,9559,55000
2006:0007,Mass movement wet,2006,20,1638,76,333780,98300,432156,40146
2007:0007,Mass movement wet,2007,10,271,10,8992,1,9002,1
2008:0062,Mass Movement Wet,2008,12,504,149,5000,1,5149,1
2009:0033,Mass Movement Wet,2009,29,657,88,23093,20743,43924,154000
2010:0012,Mass Movement Wet,2010,32,3402,687,2400023,59195,2459905,1277078
2011:0107,Mass Movement Wet,2011,18,314,32,5195,2000,7227,1
2012:0002,Mass Movement Wet,2012,13,504,226,122,3368,3716,1
2013:0022,Mass Movement Wet,2013,6,164,1,1,1,1,1
1900:0003,Storm,1900,1,6000,1,1,1,1,30000
1902:0005,Storm,1902,1,600,1,1,1,1,1
1903:0008,Storm,1903,2,163,1,1,1,1,1
1904:0003,Storm,1904,1,1,1,1,1,1,1
1905:0004,Storm,1905,1,240,1,1,1,1,1
1906:0004,Storm,1906,3,10298,1,1,1,1,20000
1909:0003,Storm,1909,5,713,1,1,1,1,1
1910:0003,Storm,1910,1,30,1,1,1,1,1
1911:0004,Storm,1911,2,1000,1,1,1,1,20000
1912:0005,Storm,1912,5,51170,200,1,97320,97520,35000
1913:0005,Storm,1913,1,732,1,1,1,1,200000
1914:0001,Storm,1914,1,1,1,1,1,1,1
1915:0005,Storm,1915,2,2125,1,1,1,1,60000
1916:0004,Storm,1916,1,300,1,1,1,1,1
1917:0005,Storm,1917,2,4057,1,1,1,1,50000
1918:0003,Storm,1918,1,34,1,1,1,1,1
1919:0002,Storm,1919,2,500,1,1,1,1,25000
1920:0016,Storm,1920,1,224,1,1,1,1,1
1922:0003,Storm,1922,2,100000,1,1,1,1,1
1923:0003,Storm,1923,6,3139,1,1,26300,26300,10000
1924:0002,Storm,1924,2,2242,1,1000000,1,1000000,1
1925:0001,Storm,1925,3,819,1,1,1,1,18000
1926:0003,Storm,1926,7,3568,1,1,40000,40000,73000
1927:0008,Storm,1927,4,5772,10,40000,1,40010,22000
1928:0009,Storm,1928,7,4224,1,1,1,1,75000
1929:0002,Storm,1929,2,1,1,1,1,1,55000
1930:0007,Storm,1930,4,4082,6000,6000,1,12000,40000
1931:0006,Storm,1931,4,3200,1,1,1,1,7500
1932:0002,Storm,1932,5,3244,1,1,2500,2500,30000
1933:0004,Storm,1933,3,63,1,1,1,1,3000
1934:0007,Storm,1934,4,5091,1,1,1,1,50000
1935:0007,Storm,1935,7,62707,500,1,1,500,8000
1936:0003,Storm,1936,5,3309,1,1,150000,150000,21000
1937:0006,Storm,1937,3,11231,1,1,1,1,1
1938:0004,Storm,1938,2,905,1,1,1,1,306000
1939:0002,Storm,1939,2,3,1,1,1,1,1
1940:0005,Storm,1940,3,123,1,1,1,1,1
1941:0002,Storm,1941,2,5006,1,1,1,1,1
1942:0005,Storm,1942,3,101000,1,1,1,1,1
1943:0009,Storm,1943,3,5000,1,30000,1,30000,1
1944:0006,Storm,1944,5,726,1,1,12000,12000,100000
1945:0002,Storm,1945,7,4415,1,1881672,2000,1883672,400000
1946:0005,Storm,1946,5,337,1,1,1,1,500
1947:0008,Storm,1947,7,4738,1,1,1,1,100000
1948:0003,Storm,1948,10,2971,300,414153,1,414453,18000
1949:0007,Storm,1949,8,2804,1,194046,1,194046,1
1950:0009,Storm,1950,7,873,1,642117,1,642117,101000
1951:0005,Storm,1951,11,2861,200,80000,1,80200,56250
1952:0001,Storm,1952,10,6277,1252,1000000,1,1001252,52000
1953:0014,Storm,1953,11,1814,1,1000000,1,1000000,77000
1954:0008,Storm,1954,10,2969,1,297049,1,297049,831000
1955:0003,Storm,1955,19,3895,1,1,375000,375000,877000
1956:0007,Storm,1956,14,3114,1,1000000,1,1000000,1
1957:0006,Storm,1957,9,1139,111,250000,1,250111,150000
1958:0005,Storm,1958,13,2620,1,20000,1,20000,1
1959:0004,Storm,1959,16,9695,1,1501600,1,1501600,672200
1960:0008,Storm,1960,20,9164,377,644000,1000,645377,454041
1961:0003,Storm,1961,14,12852,1,8000,1171,9171,480400
1962:0003,Storm,1962,13,1860,1,40000,1,40000,1219000
1963:0012,Storm,1963,21,29965,1,6000000,2200,6002200,879090
1964:0012,Storm,1964,22,10655,2224,2750955,143000,2896179,399150
1965:0010,Storm,1965,19,59932,601939,10601200,5000200,16203339,1669400
1966:0022,Storm,1966,28,2327,1582,2280764,423500,2705846,306122
1967:0014,Storm,1967,25,2255,1023,590574,3500,595097,451200
1968:0001,Storm,1968,25,1669,1053,358601,79576,439230,61488
1969:0049,Storm,1969,25,3252,16135,666266,26943,709344,1568359
1970:0017,Storm,1970,24,304495,5032,5412245,77080,5494357,1064974
1971:0026,Storm,1971,22,10811,347,5043050,2049300,7092697,208389
1972:0015,Storm,1972,26,1427,750,7666475,37000,7704225,2602920
1973:0001,Storm,1973,22,4344,15372,3589834,55200,3660406,539200
1974:0002,Storm,1974,28,11861,907,991495,6441,998843,3123017
1975:0013,Storm,1975,28,1041,255,874773,4278,879306,1528122
1976:0018,Storm,1976,36,1763,1818,4604443,111384,4717645,2889394
1977:0039,Storm,1977,32,15298,11740,9304842,5474450,14791032,1209809
1978:0032,Storm,1978,42,3676,7508,3025762,112829,3146099,1512698
1979:0016,Storm,1979,31,2623,7353,3615079,432631,4055063,3521869
1980:0029,Storm,1980,43,1397,1105,16835140,2065379,18901624,1889885
1981:0024,Storm,1981,50,3790,12919,3475071,59858,3547848,1726604
1982:0019,Storm,1982,52,2782,1996,7765772,681983,8449751,4500783
1983:0012,Storm,1983,59,3656,3892,2802724,686386,3493002,5444777
1984:0017,Storm,1984,57,5468,4545,7080995,1443020,8528560,5161457
1985:0013,Storm,1985,51,17165,5920,5254098,780356,6040374,5838203
1986:0018,Storm,1986,56,1939,9666,14293647,397633,14700946,5056742
1987:0048,Storm,1987,58,2900,4190,4721296,1157401,5882887,6569945
1988:0037,Storm,1988,60,3380,9464,18816045,2208421,21033930,3423876
1989:0002,Storm,1989,73,4256,18276,49761948,1046171,50826395,10353299
1990:0003,Storm,1990,137,4623,2613,15911268,1355217,17269098,26597935
1991:0004,Storm,1991,66,146297,151142,22117245,1035480,23303867,17536723
1992:0001,Storm,1992,76,1342,21261,18082165,383391,18486817,37598250
1993:0001,Storm,1993,108,2965,11536,14375651,671584,15058771,14383468
1994:0008,Storm,1994,81,4239,11109,35089985,1940047,37041141,5413592
1995:0007,Storm,1995,81,3763,7679,12698104,1619837,14325620,25006834
1996:0008,Storm,1996,77,4581,42671,27635575,100860,27779106,10757643
1997:0013,Storm,1997,79,6150,17532,12760313,1905545,14683390,7534570
1998:0003,Storm,1998,88,24935,21193,19829076,11171165,31021434,30658681
1999:0005,Storm,1999,106,12270,12447,23791700,1297706,25101853,43336598
2000:0009,Storm,2000,102,1354,4321,14686946,445461,15136728,12459580
2001:0008,Storm,2001,108,1914,92008,31391888,506875,31990771,14520012
2002:0003,Storm,2002,123,1385,3997,111111880,46820,111162697,14745852
2003:0003,Storm,2003,85,1028,9835,10589723,493057,11092615,21333890
2004:0004,Storm,2004,128,6653,18803,20423349,940895,21383047,84189365
2005:0003,Storm,2005,130,5250,6907,48698109,412268,49117284,184793461
2006:0008,Storm,2006,76,4329,14248,66474501,620483,67109232,17702835
2007:0019,Storm,2007,105,6035,57003,23811033,106209,23974245,29558736
2008:0004,Storm,2008,111,140985,23460,15354941,273373,15651774,60673103
2009:0007,Storm,2009,87,3287,10454,50326452,245872,50582778,26134655
2010:0036,Storm,2010,91,1498,2592,7968950,777608,8749150,28124083
2011:0015,Storm,2011,84,3103,12306,38234824,297752,38544882,50872148
2012:0005,Storm,2012,90,3102,6771,19564571,606542,20177884,86480646
2013:0008,Storm,2013,19,237,3092,3052285,1,3055377,7960300
1900:0008,Volcano,1900,1,30,1,1,1,1,1
1902:0003,Volcano,1902,5,38690,1,1,1,1,1
1903:0012,Volcano,1903,1,17,1,1,1,1,1
1906:0012,Volcano,1906,1,700,1,1,1,1,1
1909:0005,Volcano,1909,1,5500,1,1,1,1,1
1911:0001,Volcano,1911,1,1335,199,1,1,199,1
1914:0002,Volcano,1914,1,140,1,1,1,1,20000
1919:0001,Volcano,1919,1,5000,1,1,1,1,1
1926:0019,Volcano,1926,1,144,1,1,1,1,1
1929:0005,Volcano,1929,1,5000,1,1,1,1,1
1930:0003,Volcano,1930,1,1369,1,1,1,1,1
1931:0012,Volcano,1931,1,1300,1,1,1,1,1
1937:0004,Volcano,1937,1,506,1,7500,1,7500,1
1943:0008,Volcano,1943,1,1,1,3000,1,3000,1
1944:0044,Volcano,1944,1,26,1,1,14000,14000,1
1945:0001,Volcano,1945,1,1,1,1,1,1,80000
1946:0003,Volcano,1946,1,1,1,2500,1,2500,1
1948:0025,Volcano,1948,1,100,1,1,1,1,1
1949:0002,Volcano,1949,2,2000,1,1,1,1,1
1950:0031,Volcano,1950,1,84,1,1,1,1,1
1951:0002,Volcano,1951,3,4800,1,1,1,1,1
1952:0007,Volcano,1952,1,29,1,29,1,29,1
1953:0023,Volcano,1953,1,150,1,1,1,1,1
1954:0042,Volcano,1954,1,37,1,1,1,1,1
1956:0006,Volcano,1956,2,48,1,1,1,1,1
1957:0011,Volcano,1957,1,1,1,3200,1,3200,1
1960:0011,Volcano,1960,1,1,1,2000,1,2000,1
1963:0008,Volcano,1963,3,1705,200,83000,1,83200,1
1964:0017,Volcano,1964,1,4,1,2000,1,2000,1
1965:0058,Volcano,1965,1,355,785,50000,8000,58785,10000
1966:0041,Volcano,1966,2,1088,2060,45000,1,47060,1
1968:0041,Volcano,1968,2,90,1,57391,9280,66671,10000
1969:0014,Volcano,1969,2,1,1,251700,1,251700,200
1971:0008,Volcano,1971,3,1,1,11000,600,11600,2000
1973:0012,Volcano,1973,1,1,1,5200,1,5200,24700
1975:0032,Volcano,1975,3,2,1,1,1,1,1
1976:0058,Volcano,1976,5,41,3,176510,5000,181513,679
1977:0030,Volcano,1977,5,215,1,31000,65000,96000,22000
1978:0066,Volcano,1978,2,1,1,26000,1,26000,1
1979:0027,Volcano,1979,4,268,1024,37000,10000,48024,1
1980:0047,Volcano,1980,2,90,1,52235,2500,54735,860000
1981:0272,Volcano,1981,1,192,1,1,5000,5000,1
1982:0039,Volcano,1982,3,130,500,355000,15000,370500,277000
1983:0088,Volcano,1983,7,1,1,48935,1100,50035,175190
1984:0042,Volcano,1984,7,37,1,101000,1,101000,1
1985:0083,Volcano,1985,2,21800,5000,8778,1,13778,1000000
1986:0100,Volcano,1986,2,1746,437,23000,1,23437,1
1987:0051,Volcano,1987,2,1,35,16000,1,16035,1
1988:0136,Volcano,1988,5,7,1,12970,2500,15470,1
1989:0152,Volcano,1989,1,1,1,3000,1,3000,1
1990:0012,Volcano,1990,2,33,1,14265,1,14265,8000
1991:0079,Volcano,1991,10,683,215,1184549,8400,1193164,237000
1992:0025,Volcano,1992,5,1,75,346578,1,346653,1
1993:0008,Volcano,1993,6,99,27,116732,57000,173759,488
1994:0025,Volcano,1994,6,101,24,186400,46000,232424,110000
1995:0052,Volcano,1995,5,1,6,18370,7500,25876,722
1996:0174,Volcano,1996,5,4,29,6543,1,6572,16500
1997:0012,Volcano,1997,4,53,1,7000,200,7200,8000
1998:0122,Volcano,1998,4,1,1,7808,1,7808,1
1999:0055,Volcano,1999,5,1,1,30845,2710,33555,1
2000:0008,Volcano,2000,5,1,1,126626,1,126626,2214
2001:0254,Volcano,2001,6,1,1,110491,1,110491,16655
2002:0033,Volcano,2002,7,200,400,167950,110000,278350,9000
2003:0224,Volcano,2003,2,1,1,25000,1,25000,1
2004:0033,Volcano,2004,5,2,105,52428,1,52533,1
2005:0202,Volcano,2005,8,3,1,341000,1,341000,1
2006:0154,Volcano,2006,12,5,13,378598,1,378611,150000
2007:0150,Volcano,2007,6,11,15,50948,1,50963,1
2008:0027,Volcano,2008,7,16,7,39951,1,39958,1
2009:0553,Volcano,2009,2,1,1,47537,1,47537,1
2010:0170,Volcano,2010,6,323,455,170206,1,170661,1
2011:0101,Volcano,2011,6,3,5,39799,6000,45804,1
2012:0356,Volcano,2012,1,1,1,10000,1,10000,1
1911:0018,Wildfire,1911,1,73,1,1,200,200,1
1918:0007,Wildfire,1918,1,1000,1,1,1,1,100000
1922:0011,Wildfire,1922,1,43,1,1,11000,11000,8000
1929:0001,Wildfire,1929,1,60,1,1,1,1,1
1939:0017,Wildfire,1939,1,71,1,1,3900,3900,1
1944:0013,Wildfire,1944,2,170,1,1,2100,2100,1
1947:0010,Wildfire,1947,1,1,1,1,1,1,30000
1949:0027,Wildfire,1949,1,80,1,1,1,1,1
1956:0017,Wildfire,1956,1,11,1,1,1,1,1
1965:0022,Wildfire,1965,1,1,1,1,1,1,1000
1967:0018,Wildfire,1967,2,62,100,3000,1,3100,68500
1968:0080,Wildfire,1968,3,12,1,1000,800,1800,1000
1969:0129,Wildfire,1969,2,1,1,1,1,1,1
1970:0045,Wildfire,1970,3,1,1,1,1,1,100000
1971:0100,Wildfire,1971,2,1,1,1,1,1,1
1972:0097,Wildfire,1972,3,1,1,1,1,1,1
1973:0059,Wildfire,1973,3,1,1,1,5000,5000,1
1974:0114,Wildfire,1974,3,1,1,1,1,1,1
1975:0102,Wildfire,1975,2,1,1,1,1,1,1
1976:0030,Wildfire,1976,1,1,1,1,1,1,1
1977:0225,Wildfire,1977,2,3,1,1,1,1,24760
1978:0053,Wildfire,1978,3,2,200,4000,3000,7200,1
1979:0023,Wildfire,1979,4,1,1,30000,1,30000,15090
1980:0211,Wildfire,1980,4,1,40,5000,1,5040,25975
1981:0045,Wildfire,1981,4,8,1,28588,20000,48588,1
1982:0268,Wildfire,1982,3,2,18,1,9000,9018,1
1983:0044,Wildfire,1983,12,106,20,1000,11000,12020,631650
1984:0004,Wildfire,1984,7,17,1,200,1,200,2000
1985:0004,Wildfire,1985,13,51,230,2600,1,2830,128169
1986:0045,Wildfire,1986,6,20,53,4000,1,4053,1
1987:0002,Wildfire,1987,8,191,223,208222,750,209195,210000
1989:0279,Wildfire,1989,3,1,1,25000,1,25000,4283200
1990:0269,Wildfire,1990,4,1,1,1,1,1,1695000
1991:0047,Wildfire,1991,8,90,8,1,300,308,2593200
1992:0138,Wildfire,1992,8,122,1,1650,50540,52190,421200
1993:0440,Wildfire,1993,2,3,130,1,1,130,1000000
1994:0001,Wildfire,1994,13,84,183,3066200,1030,3067413,152000
1995:0098,Wildfire,1995,7,29,54,8785,3000,11839,134500
1996:0074,Wildfire,1996,5,45,111,5500,600,6211,1721300
1997:0078,Wildfire,1997,16,266,79,53150,1,53229,8309200
1998:0057,Wildfire,1998,18,150,124,165132,1348,166604,2616208
1999:0001,Wildfire,1999,22,70,5,7800,11025,18830,490636
2000:0017,Wildfire,2000,30,47,58,36600,2377,39035,2558913
2001:0303,Wildfire,2001,14,33,10,5729,1,5739,90000
2002:0052,Wildfire,2002,22,6,715,20322,5087,26124,362100
2003:0030,Wildfire,2003,14,47,298,182700,1335,184333,6095000
2004:0123,Wildfire,2004,8,14,105,18200,2214,20519,3000
2005:0014,Wildfire,2005,13,49,157,5000,1750,6907,3847000
2006:0057,Wildfire,2006,9,13,218,1436,408,2062,839000
2007:0294,Wildfire,2007,18,150,182,1778393,6442,1785017,4597454
2008:0253,Wildfire,2008,5,86,68,55000,3600,58668,2430000
2009:0067,Wildfire,2009,9,190,529,10169,876,11574,1515000
2010:0289,Wildfire,2010,7,135,1021,25200,4270,30491,2070000
2011:0097,Wildfire,2011,7,10,5,520,14182,14707,3137000
2012:0098,Wildfire,2012,6,21,422,3684,1290,5396,1000000
2013:0030,Wildfire,2013,3,21,1,84,4177,4261,500000